candidate_x,candidate_y,candidate_z,count
Bill de Blasio,Steve Bullock,Wayne Messam,19
Beto O'Rourke,Bill de Blasio,Wayne Messam,19
Bill de Blasio,Kamala Harris,Mike Gravel,19
Bill de Blasio,Jay Inslee,Wayne Messam,19
Bernie Sanders,Bill de Blasio,Wayne Messam,19
Bill de Blasio,Tulsi Gabbard,Wayne Messam,18
Joe Biden,John Delaney,Mike Gravel,18
Bill de Blasio,Kirsten Gillibrand,Wayne Messam,18
Bill de Blasio,Kamala Harris,Wayne Messam,17
Amy Klobuchar,Bill de Blasio,Wayne Messam,17
Bill de Blasio,Mike Gravel,Tim Ryan,16
Bill de Blasio,Mike Gravel,Seth Moulton,16
Bill de Blasio,Pete Buttigieg,Wayne Messam,16
Bill de Blasio,Michael Bennet,Mike Gravel,16
Bill de Blasio,Eric Swalwell,Mike Gravel,16
Bill de Blasio,John Hickenlooper,Wayne Messam,16
Bill de Blasio,Tim Ryan,Wayne Messam,15
Andrew Yang,Bill de Blasio,Wayne Messam,15
Bill de Blasio,Eric Swalwell,Wayne Messam,15
Bill de Blasio,John Delaney,Wayne Messam,15
Bill de Blasio,Marianne Williamson,Wayne Messam,15
Bill de Blasio,Cory Booker,Wayne Messam,14
Bill de Blasio,Joe Biden,Wayne Messam,14
Bill de Blasio,John Hickenlooper,Mike Gravel,14
Bill de Blasio,Mike Gravel,Wayne Messam,14
Joe Biden,Mike Gravel,Wayne Messam,13
Amy Klobuchar,Bill de Blasio,Mike Gravel,13
Bill de Blasio,Michael Bennet,Wayne Messam,13
Bill de Blasio,John Delaney,Mike Gravel,11
Bill de Blasio,Seth Moulton,Wayne Messam,11
Bill de Blasio,Joe Biden,Mike Gravel,11
